"","Site","Year","Date","Plot","Location","Snow_cover","Water_cover","Land_cover","Total_cover","Observer","Notes"
"5013","barr",2012,"26-Jun-12","brw3","j10",0,10,90,100,"mmcconnell",NA
"5014","barr",2012,"26-Jun-12","brw3","j12",0,0,100,100,"mmcconnell",NA
"5015","barr",2012,"26-Jun-12","brw3","j2",0,0,100,100,"mmcconnell",NA
"5016","barr",2012,"26-Jun-12","brw3","j4",0,5,95,100,"mmcconnell",NA
"5017","barr",2012,"26-Jun-12","brw3","j6",0,20,80,100,"mmcconnell",NA
"5018","barr",2012,"26-Jun-12","brw3","j8",0,30,70,100,"mmcconnell",NA
"5019","barr",2012,"26-Jun-12","brw3","l10",0,20,80,100,"mmcconnell",NA
"5020","barr",2012,"26-Jun-12","brw3","l12",0,20,80,100,"mmcconnell",NA
"5021","barr",2012,"26-Jun-12","brw3","l2",0,0,100,100,"mmcconnell",NA
"5022","barr",2012,"26-Jun-12","brw3","l4",0,5,95,100,"mmcconnell",NA
"5023","barr",2012,"26-Jun-12","brw3","l6",0,10,90,100,"mmcconnell",NA
"5024","barr",2012,"26-Jun-12","brw3","l8",0,50,50,100,"mmcconnell",NA
"5025","barr",2012,"26-Jun-12","brw5","b10",0,0,100,100,"mmcconnell",NA
"5026","barr",2012,"26-Jun-12","brw5","b12",0,0,100,100,"mmcconnell",NA
"5027","barr",2012,"26-Jun-12","brw5","b2",0,25,75,100,"mmcconnell",NA
"5028","barr",2012,"26-Jun-12","brw5","b4",0,5,95,100,"mmcconnell",NA
"5029","barr",2012,"26-Jun-12","brw5","b6",0,15,85,100,"mmcconnell",NA
"5030","barr",2012,"26-Jun-12","brw5","b8",0,0,100,100,"mmcconnell",NA
"5031","barr",2012,"26-Jun-12","brw5","d10",0,0,100,100,"mmcconnell",NA
"5032","barr",2012,"26-Jun-12","brw5","d12",0,0,100,100,"mmcconnell",NA
"5033","barr",2012,"26-Jun-12","brw5","d2",0,25,75,100,"mmcconnell",NA
"5034","barr",2012,"26-Jun-12","brw5","d4",0,0,100,100,"mmcconnell",NA
"5035","barr",2012,"26-Jun-12","brw5","d6",0,5,95,100,"mmcconnell",NA
"5036","barr",2012,"26-Jun-12","brw5","d8",0,10,90,100,"mmcconnell",NA
"5037","barr",2012,"26-Jun-12","brw5","f10",0,0,100,100,"mmcconnell",NA
"5038","barr",2012,"26-Jun-12","brw5","f12",0,10,90,100,"mmcconnell",NA
"5039","barr",2012,"26-Jun-12","brw5","f2",0,15,85,100,"mmcconnell",NA
"5040","barr",2012,"26-Jun-12","brw5","f4",0,0,100,100,"mmcconnell",NA
"5041","barr",2012,"26-Jun-12","brw5","f6",0,5,95,100,"mmcconnell",NA
"5042","barr",2012,"26-Jun-12","brw5","f8",0,0,100,100,"mmcconnell",NA
"5043","barr",2012,"26-Jun-12","brw5","h10",0,5,95,100,"mmcconnell",NA
"5044","barr",2012,"26-Jun-12","brw5","h12",0,0,100,100,"mmcconnell",NA
"5045","barr",2012,"26-Jun-12","brw5","h2",0,5,95,100,"mmcconnell",NA
"5046","barr",2012,"26-Jun-12","brw5","h4",0,5,95,100,"mmcconnell",NA
"5047","barr",2012,"26-Jun-12","brw5","h6",0,0,100,100,"mmcconnell",NA
"5048","barr",2012,"26-Jun-12","brw5","h8",0,5,95,100,"mmcconnell",NA
"5049","barr",2012,"26-Jun-12","brw5","j10",0,5,95,100,"mmcconnell",NA
"5050","barr",2012,"26-Jun-12","brw5","j12",0,15,85,100,"mmcconnell",NA
"5051","barr",2012,"26-Jun-12","brw5","j2",0,30,70,100,"mmcconnell",NA
"5052","barr",2012,"26-Jun-12","brw5","j4",0,40,60,100,"mmcconnell",NA
"5053","barr",2012,"26-Jun-12","brw5","j6",0,25,75,100,"mmcconnell",NA
"5054","barr",2012,"26-Jun-12","brw5","j8",0,5,95,100,"mmcconnell",NA
"5055","barr",2012,"26-Jun-12","brw5","l10",0,30,70,100,"mmcconnell",NA
"5056","barr",2012,"26-Jun-12","brw5","l12",0,25,75,100,"mmcconnell",NA
"5057","barr",2012,"26-Jun-12","brw5","l2",0,60,40,100,"mmcconnell",NA
"5058","barr",2012,"26-Jun-12","brw5","l4",0,45,55,100,"mmcconnell",NA
"5059","barr",2012,"26-Jun-12","brw5","l6",0,40,60,100,"mmcconnell",NA
"5060","barr",2012,"26-Jun-12","brw5","l8",0,25,75,100,"mmcconnell",NA
"5061","barr",2012,"26-Jun-12","brw1","b10",0,60,40,100,"pherzog",NA
"5062","barr",2012,"26-Jun-12","brw1","b12",0,90,10,100,"pherzog",NA
"5063","barr",2012,"26-Jun-12","brw1","b2",0,0,100,100,"pherzog",NA
"5064","barr",2012,"26-Jun-12","brw1","b4",0,20,80,100,"pherzog",NA
"5065","barr",2012,"26-Jun-12","brw1","b6",0,55,45,100,"pherzog",NA
"5066","barr",2012,"26-Jun-12","brw1","b8",0,60,40,100,"pherzog",NA
"5067","barr",2012,"26-Jun-12","brw1","d10",0,75,25,100,"pherzog",NA
"5068","barr",2012,"26-Jun-12","brw1","d12",0,75,25,100,"pherzog",NA
"5069","barr",2012,"26-Jun-12","brw1","d2",0,0,100,100,"pherzog",NA
"5070","barr",2012,"26-Jun-12","brw1","d4",0,60,40,100,"pherzog",NA
"5071","barr",2012,"26-Jun-12","brw1","d6",0,5,95,100,"pherzog",NA
"5072","barr",2012,"26-Jun-12","brw1","d8",0,35,65,100,"pherzog",NA
"5073","barr",2012,"26-Jun-12","brw1","f10",0,45,55,100,"pherzog",NA
"5074","barr",2012,"26-Jun-12","brw1","f12",0,5,95,100,"pherzog",NA
"5075","barr",2012,"26-Jun-12","brw1","f2",0,0,100,100,"pherzog",NA
"5076","barr",2012,"26-Jun-12","brw1","f4",0,70,30,100,"pherzog",NA
"5077","barr",2012,"26-Jun-12","brw1","f6",0,0,100,100,"pherzog",NA
"5078","barr",2012,"26-Jun-12","brw1","f8",0,30,70,100,"pherzog",NA
"5079","barr",2012,"26-Jun-12","brw1","h10",0,40,60,100,"pherzog",NA
"5080","barr",2012,"26-Jun-12","brw1","h12",0,25,75,100,"pherzog",NA
"5081","barr",2012,"26-Jun-12","brw1","h2",0,0,100,100,"pherzog",NA
"5082","barr",2012,"26-Jun-12","brw1","h4",0,25,75,100,"pherzog",NA
"5083","barr",2012,"26-Jun-12","brw1","h6",0,5,95,100,"pherzog",NA
"5084","barr",2012,"26-Jun-12","brw1","h8",0,90,10,100,"pherzog",NA
"5085","barr",2012,"26-Jun-12","brw1","j10",0,0,100,100,"pherzog",NA
"5086","barr",2012,"26-Jun-12","brw1","j12",0,5,95,100,"pherzog",NA
"5087","barr",2012,"26-Jun-12","brw1","j2",0,0,100,100,"pherzog",NA
"5088","barr",2012,"26-Jun-12","brw1","j4",0,5,95,100,"pherzog",NA
"5089","barr",2012,"26-Jun-12","brw1","j6",0,5,95,100,"pherzog",NA
"5090","barr",2012,"26-Jun-12","brw1","j8",0,0,100,100,"pherzog",NA
"5091","barr",2012,"26-Jun-12","brw1","l10",0,0,100,100,"pherzog",NA
"5092","barr",2012,"26-Jun-12","brw1","l12",0,5,95,100,"pherzog",NA
"5093","barr",2012,"26-Jun-12","brw1","l2",0,0,100,100,"pherzog",NA
"5094","barr",2012,"26-Jun-12","brw1","l4",0,0,100,100,"pherzog",NA
"5095","barr",2012,"26-Jun-12","brw1","l6",0,0,100,100,"pherzog",NA
"5096","barr",2012,"26-Jun-12","brw1","l8",0,0,100,100,"pherzog",NA
"5097","barr",2012,"26-Jun-12","brw2","b10",0,0,100,100,"pherzog",NA
"5098","barr",2012,"26-Jun-12","brw2","b12",0,0,100,100,"pherzog",NA
"5099","barr",2012,"26-Jun-12","brw2","b2",0,0,100,100,"pherzog",NA
"5100","barr",2012,"26-Jun-12","brw2","b4",0,5,95,100,"pherzog",NA
"5101","barr",2012,"26-Jun-12","brw2","b6",0,0,100,100,"pherzog",NA
"5102","barr",2012,"26-Jun-12","brw2","b8",0,5,95,100,"pherzog",NA
"5103","barr",2012,"26-Jun-12","brw2","d10",0,0,100,100,"pherzog",NA
"5104","barr",2012,"26-Jun-12","brw2","d12",0,5,95,100,"pherzog",NA
"5105","barr",2012,"26-Jun-12","brw2","d2",0,0,100,100,"pherzog",NA
"5106","barr",2012,"26-Jun-12","brw2","d4",0,0,100,100,"pherzog",NA
"5107","barr",2012,"26-Jun-12","brw2","d6",0,5,95,100,"pherzog",NA
"5108","barr",2012,"26-Jun-12","brw2","d8",0,0,100,100,"pherzog",NA
"5109","barr",2012,"26-Jun-12","brw2","f10",0,5,95,100,"pherzog",NA
"5110","barr",2012,"26-Jun-12","brw2","f12",0,5,95,100,"pherzog",NA
"5111","barr",2012,"26-Jun-12","brw2","f2",0,5,95,100,"pherzog",NA
"5112","barr",2012,"26-Jun-12","brw2","f4",0,5,95,100,"pherzog",NA
"5113","barr",2012,"26-Jun-12","brw2","f6",0,15,85,100,"pherzog",NA
"5114","barr",2012,"26-Jun-12","brw2","f8",0,5,95,100,"pherzog",NA
"5115","barr",2012,"26-Jun-12","brw2","h10",0,5,95,100,"pherzog",NA
"5116","barr",2012,"26-Jun-12","brw2","h12",0,0,100,100,"pherzog",NA
"5117","barr",2012,"26-Jun-12","brw2","h2",0,30,70,100,"pherzog",NA
"5118","barr",2012,"26-Jun-12","brw2","h4",0,10,90,100,"pherzog",NA
"5119","barr",2012,"26-Jun-12","brw2","h6",0,5,95,100,"pherzog",NA
"5120","barr",2012,"26-Jun-12","brw2","h8",0,10,90,100,"pherzog",NA
"5121","barr",2012,"26-Jun-12","brw2","j10",0,10,90,100,"pherzog",NA
"5122","barr",2012,"26-Jun-12","brw2","j12",0,0,100,100,"pherzog",NA
"5123","barr",2012,"26-Jun-12","brw2","j2",0,15,85,100,"pherzog",NA
"5124","barr",2012,"26-Jun-12","brw2","j4",0,10,90,100,"pherzog",NA
"5125","barr",2012,"26-Jun-12","brw2","j6",0,0,100,100,"pherzog",NA
"5126","barr",2012,"26-Jun-12","brw2","j8",0,5,95,100,"pherzog",NA
"5127","barr",2012,"26-Jun-12","brw2","l10",0,35,65,100,"pherzog",NA
"5128","barr",2012,"26-Jun-12","brw2","l12",0,0,100,100,"pherzog",NA
"5129","barr",2012,"26-Jun-12","brw2","l2",0,10,90,100,"pherzog",NA
"5130","barr",2012,"26-Jun-12","brw2","l4",0,5,95,100,"pherzog",NA
"5131","barr",2012,"26-Jun-12","brw2","l6",0,10,90,100,"pherzog",NA
"5132","barr",2012,"26-Jun-12","brw2","l8",0,5,95,100,"pherzog",NA
"5133","barr",2012,"3-Jul-12","brw3","b10",0,20,80,100,"bverheijen",NA
"5134","barr",2012,"3-Jul-12","brw3","b12",0,0,100,100,"bverheijen",NA
"5135","barr",2012,"3-Jul-12","brw3","b2",0,0,100,100,"bverheijen",NA
"5136","barr",2012,"3-Jul-12","brw3","b4",0,0,100,100,"bverheijen",NA
"5137","barr",2012,"3-Jul-12","brw3","b6",0,0,100,100,"bverheijen",NA
"5138","barr",2012,"3-Jul-12","brw3","b8",0,0,100,100,"bverheijen",NA
"5139","barr",2012,"3-Jul-12","brw3","d10",0,40,60,100,"bverheijen",NA
"5140","barr",2012,"3-Jul-12","brw3","d12",0,10,90,100,"bverheijen",NA
"5141","barr",2012,"3-Jul-12","brw3","d2",0,0,100,100,"bverheijen",NA
"5142","barr",2012,"3-Jul-12","brw3","d4",0,0,100,100,"bverheijen",NA
"5143","barr",2012,"3-Jul-12","brw3","d6",0,0,100,100,"bverheijen",NA
"5144","barr",2012,"3-Jul-12","brw3","d8",0,0,100,100,"bverheijen",NA
"5145","barr",2012,"3-Jul-12","brw3","f10",0,0,100,100,"bverheijen",NA
"5146","barr",2012,"3-Jul-12","brw3","f12",0,0,100,100,"bverheijen",NA
"5147","barr",2012,"3-Jul-12","brw3","f2",0,0,100,100,"bverheijen",NA
"5148","barr",2012,"3-Jul-12","brw3","f4",0,0,100,100,"bverheijen",NA
"5149","barr",2012,"3-Jul-12","brw3","f6",0,0,100,100,"bverheijen",NA
"5150","barr",2012,"3-Jul-12","brw3","f8",0,0,100,100,"bverheijen",NA
"5151","barr",2012,"3-Jul-12","brw3","h10",0,0,100,100,"bverheijen",NA
"5152","barr",2012,"3-Jul-12","brw3","h12",0,0,100,100,"bverheijen",NA
"5153","barr",2012,"3-Jul-12","brw3","h2",0,0,100,100,"bverheijen",NA
"5154","barr",2012,"3-Jul-12","brw3","h4",0,0,100,100,"bverheijen",NA
"5155","barr",2012,"3-Jul-12","brw3","h6",0,0,100,100,"bverheijen",NA
"5156","barr",2012,"3-Jul-12","brw3","h8",0,0,100,100,"bverheijen",NA
"5157","barr",2012,"3-Jul-12","brw3","j10",0,0,100,100,"bverheijen",NA
"5158","barr",2012,"3-Jul-12","brw3","j12",0,0,100,100,"bverheijen",NA
"5159","barr",2012,"3-Jul-12","brw3","j2",0,0,100,100,"bverheijen",NA
"5160","barr",2012,"3-Jul-12","brw3","j4",0,0,100,100,"bverheijen",NA
"5161","barr",2012,"3-Jul-12","brw3","j6",0,0,100,100,"bverheijen",NA
"5162","barr",2012,"3-Jul-12","brw3","j8",0,15,85,100,"bverheijen",NA
"5163","barr",2012,"3-Jul-12","brw3","l10",0,0,100,100,"bverheijen",NA
"5164","barr",2012,"3-Jul-12","brw3","l12",0,0,100,100,"bverheijen",NA
"5165","barr",2012,"3-Jul-12","brw3","l2",0,0,100,100,"bverheijen",NA
"5166","barr",2012,"3-Jul-12","brw3","l4",0,0,100,100,"bverheijen",NA
"5167","barr",2012,"3-Jul-12","brw3","l6",0,0,100,100,"bverheijen",NA
"5168","barr",2012,"3-Jul-12","brw3","l8",0,20,80,100,"bverheijen",NA
"5169","barr",2012,"3-Jul-12","brw5","b10",0,0,100,100,"bverheijen",NA
"5170","barr",2012,"3-Jul-12","brw5","b12",0,0,100,100,"bverheijen",NA
"5171","barr",2012,"3-Jul-12","brw5","b2",0,0,100,100,"bverheijen",NA
"5172","barr",2012,"3-Jul-12","brw5","b4",0,0,100,100,"bverheijen",NA
"5173","barr",2012,"3-Jul-12","brw5","b6",0,5,95,100,"bverheijen",NA
"5174","barr",2012,"3-Jul-12","brw5","b8",0,0,100,100,"bverheijen",NA
"5175","barr",2012,"3-Jul-12","brw5","d10",0,0,100,100,"bverheijen",NA
"5176","barr",2012,"3-Jul-12","brw5","d12",0,0,100,100,"bverheijen",NA
"5177","barr",2012,"3-Jul-12","brw5","d2",0,0,100,100,"bverheijen",NA
"5178","barr",2012,"3-Jul-12","brw5","d4",0,0,100,100,"bverheijen",NA
"5179","barr",2012,"3-Jul-12","brw5","d6",0,0,100,100,"bverheijen",NA
"5180","barr",2012,"3-Jul-12","brw5","d8",0,0,100,100,"bverheijen",NA
"5181","barr",2012,"3-Jul-12","brw5","f10",0,0,100,100,"bverheijen",NA
"5182","barr",2012,"3-Jul-12","brw5","f12",0,0,100,100,"bverheijen",NA
"5183","barr",2012,"3-Jul-12","brw5","f2",0,0,100,100,"bverheijen",NA
"5184","barr",2012,"3-Jul-12","brw5","f4",0,0,100,100,"bverheijen",NA
"5185","barr",2012,"3-Jul-12","brw5","f6",0,0,100,100,"bverheijen",NA
"5186","barr",2012,"3-Jul-12","brw5","f8",0,0,100,100,"bverheijen",NA
"5187","barr",2012,"3-Jul-12","brw5","h10",0,5,95,100,"bverheijen",NA
"5188","barr",2012,"3-Jul-12","brw5","h12",0,0,100,100,"bverheijen",NA
"5189","barr",2012,"3-Jul-12","brw5","h2",0,0,100,100,"bverheijen",NA
"5190","barr",2012,"3-Jul-12","brw5","h4",0,0,100,100,"bverheijen",NA
"5191","barr",2012,"3-Jul-12","brw5","h6",0,0,100,100,"bverheijen",NA
"5192","barr",2012,"3-Jul-12","brw5","h8",0,0,100,100,"bverheijen",NA
"5193","barr",2012,"3-Jul-12","brw5","j10",0,0,100,100,"bverheijen",NA
"5194","barr",2012,"3-Jul-12","brw5","j12",0,0,100,100,"bverheijen",NA
"5195","barr",2012,"3-Jul-12","brw5","j2",0,0,100,100,"bverheijen",NA
"5196","barr",2012,"3-Jul-12","brw5","j4",0,0,100,100,"bverheijen",NA
"5197","barr",2012,"3-Jul-12","brw5","j6",0,0,100,100,"bverheijen",NA
"5198","barr",2012,"3-Jul-12","brw5","j8",0,0,100,100,"bverheijen",NA
"5199","barr",2012,"3-Jul-12","brw5","l10",0,0,100,100,"bverheijen",NA
"5200","barr",2012,"3-Jul-12","brw5","l12",0,0,100,100,"bverheijen",NA
"5201","barr",2012,"3-Jul-12","brw5","l2",0,0,100,100,"bverheijen",NA
"5202","barr",2012,"3-Jul-12","brw5","l4",0,0,100,100,"bverheijen",NA
"5203","barr",2012,"3-Jul-12","brw5","l6",0,15,85,100,"bverheijen",NA
"5204","barr",2012,"3-Jul-12","brw5","l8",0,5,95,100,"bverheijen",NA
"5205","barr",2012,"3-Jul-12","brw1","b10",0,25,75,100,"mmcconnell",NA
"5206","barr",2012,"3-Jul-12","brw1","b12",0,20,80,100,"mmcconnell",NA
"5207","barr",2012,"3-Jul-12","brw1","b2",0,0,100,100,"mmcconnell",NA
"5208","barr",2012,"3-Jul-12","brw1","b4",0,5,95,100,"mmcconnell",NA
"5209","barr",2012,"3-Jul-12","brw1","b6",0,15,85,100,"mmcconnell",NA
"5210","barr",2012,"3-Jul-12","brw1","b8",0,0,100,100,"mmcconnell",NA
"5211","barr",2012,"3-Jul-12","brw1","d10",0,75,25,100,"mmcconnell",NA
"5212","barr",2012,"3-Jul-12","brw1","d12",0,60,40,100,"mmcconnell",NA
"5213","barr",2012,"3-Jul-12","brw1","d2",0,0,100,100,"mmcconnell",NA
"5214","barr",2012,"3-Jul-12","brw1","d4",0,0,100,100,"mmcconnell",NA
"5215","barr",2012,"3-Jul-12","brw1","d6",0,10,90,100,"mmcconnell",NA
"5216","barr",2012,"3-Jul-12","brw1","d8",0,10,90,100,"mmcconnell",NA
"5217","barr",2012,"3-Jul-12","brw1","f10",0,25,75,100,"mmcconnell",NA
"5218","barr",2012,"3-Jul-12","brw1","f12",0,5,95,100,"mmcconnell",NA
"5219","barr",2012,"3-Jul-12","brw1","f2",0,0,100,100,"mmcconnell",NA
"5220","barr",2012,"3-Jul-12","brw1","f4",0,25,75,100,"mmcconnell",NA
"5221","barr",2012,"3-Jul-12","brw1","f6",0,5,95,100,"mmcconnell",NA
"5222","barr",2012,"3-Jul-12","brw1","f8",0,20,80,100,"mmcconnell",NA
"5223","barr",2012,"3-Jul-12","brw1","h10",0,30,70,100,"mmcconnell",NA
"5224","barr",2012,"3-Jul-12","brw1","h12",0,5,95,100,"mmcconnell",NA
"5225","barr",2012,"3-Jul-12","brw1","h2",0,0,100,100,"mmcconnell",NA
"5226","barr",2012,"3-Jul-12","brw1","h4",0,25,75,100,"mmcconnell",NA
"5227","barr",2012,"3-Jul-12","brw1","h6",0,25,75,100,"mmcconnell",NA
"5228","barr",2012,"3-Jul-12","brw1","h8",0,80,20,100,"mmcconnell",NA
"5229","barr",2012,"3-Jul-12","brw1","j10",0,0,100,100,"mmcconnell",NA
"5230","barr",2012,"3-Jul-12","brw1","j12",0,0,100,100,"mmcconnell",NA
"5231","barr",2012,"3-Jul-12","brw1","j2",0,0,100,100,"mmcconnell",NA
"5232","barr",2012,"3-Jul-12","brw1","j4",0,0,100,100,"mmcconnell",NA
"5233","barr",2012,"3-Jul-12","brw1","j6",0,5,95,100,"mmcconnell",NA
"5234","barr",2012,"3-Jul-12","brw1","j8",0,0,100,100,"mmcconnell",NA
"5235","barr",2012,"3-Jul-12","brw1","l10",0,0,100,100,"mmcconnell",NA
"5236","barr",2012,"3-Jul-12","brw1","l12",0,5,95,100,"mmcconnell",NA
"5237","barr",2012,"3-Jul-12","brw1","l2",0,0,100,100,"mmcconnell",NA
"5238","barr",2012,"3-Jul-12","brw1","l4",0,0,100,100,"mmcconnell",NA
"5239","barr",2012,"3-Jul-12","brw1","l6",0,0,100,100,"mmcconnell",NA
"5240","barr",2012,"3-Jul-12","brw1","l8",0,0,100,100,"mmcconnell",NA
"5241","barr",2012,"3-Jul-12","brw2","b10",0,0,100,100,"mmcconnell",NA
"5242","barr",2012,"3-Jul-12","brw2","b12",0,0,100,100,"mmcconnell",NA
"5243","barr",2012,"3-Jul-12","brw2","b2",0,0,100,100,"mmcconnell",NA
"5244","barr",2012,"3-Jul-12","brw2","b4",0,0,100,100,"mmcconnell",NA
"5245","barr",2012,"3-Jul-12","brw2","b6",0,0,100,100,"mmcconnell",NA
"5246","barr",2012,"3-Jul-12","brw2","b8",0,0,100,100,"mmcconnell",NA
"5247","barr",2012,"3-Jul-12","brw2","d10",0,5,95,100,"mmcconnell",NA
"5248","barr",2012,"3-Jul-12","brw2","d12",0,0,100,100,"mmcconnell",NA
"5249","barr",2012,"3-Jul-12","brw2","d2",0,0,100,100,"mmcconnell",NA
"5250","barr",2012,"3-Jul-12","brw2","d4",0,0,100,100,"mmcconnell",NA
"5251","barr",2012,"3-Jul-12","brw2","d6",0,0,100,100,"mmcconnell",NA
"5252","barr",2012,"3-Jul-12","brw2","d8",0,0,100,100,"mmcconnell",NA
"5253","barr",2012,"3-Jul-12","brw2","f10",0,5,95,100,"mmcconnell",NA
"5254","barr",2012,"3-Jul-12","brw2","f12",0,0,100,100,"mmcconnell",NA
"5255","barr",2012,"3-Jul-12","brw2","f2",0,5,95,100,"mmcconnell",NA
"5256","barr",2012,"3-Jul-12","brw2","f4",0,0,100,100,"mmcconnell",NA
"5257","barr",2012,"3-Jul-12","brw2","f6",0,10,90,100,"mmcconnell",NA
"5258","barr",2012,"3-Jul-12","brw2","f8",0,0,100,100,"mmcconnell",NA
"5259","barr",2012,"3-Jul-12","brw2","h10",0,0,100,100,"mmcconnell",NA
"5260","barr",2012,"3-Jul-12","brw2","h12",0,0,100,100,"mmcconnell",NA
"5261","barr",2012,"3-Jul-12","brw2","h2",0,15,85,100,"mmcconnell",NA
"5262","barr",2012,"3-Jul-12","brw2","h4",0,10,90,100,"mmcconnell",NA
"5263","barr",2012,"3-Jul-12","brw2","h6",0,10,90,100,"mmcconnell",NA
"5264","barr",2012,"3-Jul-12","brw2","h8",0,5,95,100,"mmcconnell",NA
"5265","barr",2012,"3-Jul-12","brw2","j10",0,0,100,100,"mmcconnell",NA
"5266","barr",2012,"3-Jul-12","brw2","j12",0,0,100,100,"mmcconnell",NA
"5267","barr",2012,"3-Jul-12","brw2","j2",0,10,90,100,"mmcconnell",NA
"5268","barr",2012,"3-Jul-12","brw2","j4",0,5,95,100,"mmcconnell",NA
"5269","barr",2012,"3-Jul-12","brw2","j6",0,0,100,100,"mmcconnell",NA
"5270","barr",2012,"3-Jul-12","brw2","j8",0,5,95,100,"mmcconnell",NA
"5271","barr",2012,"3-Jul-12","brw2","l10",0,25,75,100,"mmcconnell",NA
"5272","barr",2012,"3-Jul-12","brw2","l12",0,5,95,100,"mmcconnell",NA
"5273","barr",2012,"3-Jul-12","brw2","l2",0,5,95,100,"mmcconnell",NA
"5274","barr",2012,"3-Jul-12","brw2","l4",0,5,95,100,"mmcconnell",NA
"5275","barr",2012,"3-Jul-12","brw2","l6",0,0,100,100,"mmcconnell",NA
"5276","barr",2012,"3-Jul-12","brw2","l8",0,0,100,100,"mmcconnell",NA
"5277","barr",2012,"3-Jul-12","brw6","b10",0,5,95,100,"pherzog",NA
"5278","barr",2012,"3-Jul-12","brw6","b12",0,0,100,100,"pherzog",NA
"5279","barr",2012,"3-Jul-12","brw6","b2",0,5,95,100,"pherzog",NA
"5280","barr",2012,"3-Jul-12","brw6","b4",0,0,100,100,"pherzog",NA
"5281","barr",2012,"3-Jul-12","brw6","b6",0,15,85,100,"pherzog",NA
"5282","barr",2012,"3-Jul-12","brw6","b8",0,60,40,100,"pherzog",NA
"5283","barr",2012,"3-Jul-12","brw6","d10",0,10,90,100,"pherzog",NA
"5284","barr",2012,"3-Jul-12","brw6","d12",0,0,100,100,"pherzog",NA
"5285","barr",2012,"3-Jul-12","brw6","d2",0,0,100,100,"pherzog",NA
"5286","barr",2012,"3-Jul-12","brw6","d4",0,0,100,100,"pherzog",NA
"5287","barr",2012,"3-Jul-12","brw6","d6",0,5,95,100,"pherzog",NA
"5288","barr",2012,"3-Jul-12","brw6","d8",0,60,40,100,"pherzog",NA
"5289","barr",2012,"3-Jul-12","brw6","f10",0,50,50,100,"pherzog",NA
"5290","barr",2012,"3-Jul-12","brw6","f12",0,5,95,100,"pherzog",NA
"5291","barr",2012,"3-Jul-12","brw6","f2",0,5,95,100,"pherzog",NA
"5292","barr",2012,"3-Jul-12","brw6","f4",0,15,85,100,"pherzog",NA
"5293","barr",2012,"3-Jul-12","brw6","f6",0,0,100,100,"pherzog",NA
"5294","barr",2012,"3-Jul-12","brw6","f8",0,60,40,100,"pherzog",NA
"5295","barr",2012,"3-Jul-12","brw6","h10",0,15,85,100,"pherzog",NA
"5296","barr",2012,"3-Jul-12","brw6","h12",0,0,100,100,"pherzog",NA
"5297","barr",2012,"3-Jul-12","brw6","h2",0,5,95,100,"pherzog",NA
"5298","barr",2012,"3-Jul-12","brw6","h4",0,10,90,100,"pherzog",NA
"5299","barr",2012,"3-Jul-12","brw6","h6",0,0,100,100,"pherzog",NA
"5300","barr",2012,"3-Jul-12","brw6","h8",0,5,95,100,"pherzog",NA
"5301","barr",2012,"3-Jul-12","brw6","j10",0,30,70,100,"pherzog",NA
"5302","barr",2012,"3-Jul-12","brw6","j12",0,25,75,100,"pherzog",NA
"5303","barr",2012,"3-Jul-12","brw6","j8",0,0,100,100,"pherzog",NA
"5304","barr",2012,"3-Jul-12","brw6","l10",0,0,100,100,"pherzog",NA
"5305","barr",2012,"3-Jul-12","brw6","l12",0,0,100,100,"pherzog",NA
"5306","barr",2012,"3-Jul-12","brw6","l8",0,0,100,100,"pherzog",NA
"5307","barr",2012,"3-Jul-12","brw8","b10",0,0,100,100,"pherzog",NA
"5308","barr",2012,"3-Jul-12","brw8","b12",0,0,100,100,"pherzog",NA
"5309","barr",2012,"3-Jul-12","brw8","b2",0,70,30,100,"pherzog",NA
"5310","barr",2012,"3-Jul-12","brw8","b4",0,30,70,100,"pherzog",NA
"5311","barr",2012,"3-Jul-12","brw8","b6",0,30,70,100,"pherzog",NA
"5312","barr",2012,"3-Jul-12","brw8","b8",0,20,80,100,"pherzog",NA
"5313","barr",2012,"3-Jul-12","brw8","d10",0,5,95,100,"pherzog",NA
"5314","barr",2012,"3-Jul-12","brw8","d12",0,0,100,100,"pherzog",NA
"5315","barr",2012,"3-Jul-12","brw8","d2",0,15,85,100,"pherzog",NA
"5316","barr",2012,"3-Jul-12","brw8","d4",0,60,40,100,"pherzog",NA
"5317","barr",2012,"3-Jul-12","brw8","d6",0,0,100,100,"pherzog",NA
"5318","barr",2012,"3-Jul-12","brw8","d8",0,10,90,100,"pherzog",NA
"5319","barr",2012,"3-Jul-12","brw8","f10",0,15,85,100,"pherzog",NA
"5320","barr",2012,"3-Jul-12","brw8","f12",0,40,60,100,"pherzog",NA
"5321","barr",2012,"3-Jul-12","brw8","f2",0,25,75,100,"pherzog",NA
"5322","barr",2012,"3-Jul-12","brw8","f4",0,70,30,100,"pherzog",NA
"5323","barr",2012,"3-Jul-12","brw8","f6",0,0,100,100,"pherzog",NA
"5324","barr",2012,"3-Jul-12","brw8","f8",0,0,100,100,"pherzog",NA
"5325","barr",2012,"3-Jul-12","brw8","h10",0,10,90,100,"pherzog",NA
"5326","barr",2012,"3-Jul-12","brw8","h12",0,70,30,100,"pherzog",NA
"5327","barr",2012,"3-Jul-12","brw8","h2",0,35,65,100,"pherzog",NA
"5328","barr",2012,"3-Jul-12","brw8","h4",0,55,45,100,"pherzog",NA
"5329","barr",2012,"3-Jul-12","brw8","h6",0,0,100,100,"pherzog",NA
